,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
154,PF,11642459,3200,Gorgui Dieng,MIN,28,1,1,0,14.5,6,3,4,75.0,0,0,0.0,0,1,0.0,1,2,3,1,0,1,0,1,14.1,0,0,8
155,C,11642459,3200,Gorgui Dieng,MIN,28,1,1,0,14.5,6,3,4,75.0,0,0,0.0,0,1,0.0,1,2,3,1,0,1,0,1,14.1,0,0,8
156,PG,11642463,3200,Delon Wright,TOR,26,1,0,1,25.5,7,3,7,42.9,1,2,50.0,0,0,0.0,0,2,2,2,0,2,1,1,21.4,0,0,-15
157,SG,11642463,3200,Delon Wright,TOR,26,1,0,1,25.5,7,3,7,42.9,1,2,50.0,0,0,0.0,0,2,2,2,0,2,1,1,21.4,0,0,-15
158,PG,11642472,3200,Trey Burke,NYK,26,1,0,1,25.8,24,10,13,76.9,1,2,50.0,3,5,60.0,0,1,1,1,1,1,1,3,31.7,0,0,-8
159,SG,11642472,3200,Trey Burke,NYK,26,1,0,1,25.8,24,10,13,76.9,1,2,50.0,3,5,60.0,0,1,1,1,1,1,1,3,31.7,0,0,-8
160,PG,11642476,3200,Ian Clark,NOP,27,1,1,0,14.8,4,1,8,12.5,0,1,0.0,2,2,100.0,1,0,1,3,0,0,0,2,9.7,0,0,6
161,SG,11642476,3200,Ian Clark,NOP,27,1,1,0,14.8,4,1,8,12.5,0,1,0.0,2,2,100.0,1,0,1,3,0,0,0,2,9.7,0,0,6
162,SF,11642497,3100,Doug McDermott,IND,26,1,1,0,18.5,3,1,3,33.3,1,3,33.3,0,0,0.0,0,0,0,1,2,0,0,2,2.5,0,0,21
163,PF,11642497,3100,Doug McDermott,IND,26,1,1,0,18.5,3,1,3,33.3,1,3,33.3,0,0,0.0,0,0,0,1,2,0,0,2,2.5,0,0,21
164,SF,11642501,3100,Omri Casspi,MEM,30,1,1,0,8.7,6,2,3,66.7,1,1,100.0,1,2,50.0,0,2,2,0,0,0,0,1,8.4,0,0,-11
165,PF,11642501,3100,Omri Casspi,MEM,30,1,1,0,8.7,6,2,3,66.7,1,1,100.0,1,2,50.0,0,2,2,0,0,0,0,1,8.4,0,0,-11
166,PF,11642512,3100,Amir Johnson,PHI,31,1,1,0,14.2,11,4,9,44.4,2,3,66.7,1,2,50.0,4,1,5,3,1,0,0,4,20.5,0,0,-12
167,C,11642512,3100,Amir Johnson,PHI,31,1,1,0,14.2,11,4,9,44.4,2,3,66.7,1,2,50.0,4,1,5,3,1,0,0,4,20.5,0,0,-12
168,PG,11642523,3000,Matthew Dellavedova,MIL,28,1,1,0,3.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2.7,0,0,-3
169,SG,11642523,3000,Matthew Dellavedova,MIL,28,1,1,0,3.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2.7,0,0,-3
170,PF,11642533,3000,Thon Maker,MIL,21,1,1,0,17.9,9,3,10,30.0,3,7,42.9,0,0,0.0,1,2,3,1,0,0,1,3,17.1,0,0,3
171,C,11642533,3000,Thon Maker,MIL,21,1,1,0,17.9,9,3,10,30.0,3,7,42.9,0,0,0.0,1,2,3,1,0,0,1,3,17.1,0,0,3
172,SG,11642804,3000,Tony Snell,MIL,27,1,1,0,17.0,11,5,7,71.4,1,3,33.3,0,0,0.0,0,2,2,0,2,2,0,1,17.4,0,0,11
173,SF,11642804,3000,Tony Snell,MIL,27,1,1,0,17.0,11,5,7,71.4,1,3,33.3,0,0,0.0,0,2,2,0,2,2,0,1,17.4,0,0,11
174,PG,11642594,3000,Tomas Satoransky,WAS,27,1,0,1,12.0,4,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,2,9.7,0,0,-2
175,SG,11642594,3000,Tomas Satoransky,WAS,27,1,0,1,12.0,4,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,2,9.7,0,0,-2
176,SG,11642655,3000,James Nunnally,MIN,28,1,1,0,0.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
177,SF,11642655,3000,James Nunnally,MIN,28,1,1,0,0.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
178,SG,11642819,3000,Nik Stauskas,POR,25,1,0,1,15.4,8,4,5,80.0,0,1,0.0,0,0,0.0,0,2,2,1,2,0,0,1,9.9,0,0,-19
179,SF,11642819,3000,Nik Stauskas,POR,25,1,0,1,15.4,8,4,5,80.0,0,1,0.0,0,0,0.0,0,2,2,1,2,0,0,1,9.9,0,0,-19
180,SF,11642776,3000,Thabo Sefolosha,UTA,34,1,0,1,10.9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,6,6,1,1,0,0,0,9.7,0,0,6
181,PF,11642776,3000,Thabo Sefolosha,UTA,34,1,0,1,10.9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,6,6,1,1,0,0,0,9.7,0,0,6
