,PG,SG,SF,PF,C,Price,Score,Win
4906,James Harden,Rodney Hood,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,27800,164.0,1.0
40019,James Harden,Kent Bazemore,Marvin Williams,Jonas Jerebko,Larry Nance Jr.,29100,164.0,1.0
15526,James Harden,Kent Bazemore,Jonas Jerebko,Marvin Williams,Larry Nance Jr.,29100,164.0,1.0
37748,Jordan Clarkson,David Nwaba,Jeremy Lamb,Kevin Durant,Paul Millsap,30700,164.0,1.0
23354,James Harden,James Ennis III,Jonas Jerebko,Paul Millsap,Larry Nance Jr.,28200,164.0,1.0
24708,James Harden,Jordan Clarkson,Marvin Williams,Jonas Jerebko,Kevon Looney,27500,164.0,1.0
14910,James Harden,James Ennis III,Jonas Jerebko,Larry Nance Jr.,Paul Millsap,28200,164.0,1.0
5305,James Harden,Jeremy Lamb,Rodney Hood,Jonas Jerebko,Mason Plumlee,27800,164.0,1.0
21554,Jordan Clarkson,Jeremy Lamb,David Nwaba,Kevin Durant,Paul Millsap,30700,164.0,1.0
39648,Jamal Murray,James Harden,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,31100,163.75,1.0
26851,James Harden,David Nwaba,James Ennis III,Jonas Jerebko,Mason Plumlee,24200,163.75,1.0
23335,Jamal Murray,David Nwaba,Kevin Durant,Jonas Jerebko,Larry Nance Jr.,29500,163.75,1.0
14458,Jordan Clarkson,James Harden,Marvin Williams,Jonas Jerebko,Paul Millsap,29300,163.75,1.0
7204,Eric Gordon,James Harden,David Nwaba,Jonas Jerebko,Larry Nance Jr.,27500,163.75,1.0
11677,Jamal Murray,David Nwaba,Jonas Jerebko,Kevin Durant,Larry Nance Jr.,29500,163.75,1.0
16094,James Harden,Andre Iguodala,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,26200,163.75,1.0
13870,James Harden,Jamal Murray,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,31100,163.75,1.0
4041,James Harden,Eric Gordon,David Nwaba,Jonas Jerebko,Larry Nance Jr.,27500,163.75,1.0
4087,Jamal Murray,James Harden,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,31000,163.75,1.0
4168,Jeremy Lin,James Harden,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,26200,163.75,1.0
23920,James Harden,Jordan Clarkson,Marvin Williams,Jonas Jerebko,Paul Millsap,29300,163.75,1.0
7725,James Harden,Jordan Clarkson,Jonas Jerebko,Marvin Williams,Paul Millsap,29300,163.75,1.0
2040,James Harden,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Kevon Looney,28800,163.5,1.0
22392,James Harden,Jamal Murray,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,29400,163.5,1.0
24797,James Harden,Jordan Clarkson,Rodney Hood,Jonas Jerebko,Kevon Looney,28700,163.5,1.0
18040,Jamal Murray,James Harden,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,29400,163.5,1.0
581,James Harden,Kent Bazemore,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,30300,163.5,1.0
5321,James Harden,Jordan Clarkson,Jeremy Lamb,Larry Nance Jr.,Channing Frye,29400,163.5,1.0
20768,Jordan Clarkson,James Harden,Jeremy Lamb,Channing Frye,Larry Nance Jr.,29400,163.5,1.0
14779,James Harden,Jordan Clarkson,Jeremy Lamb,Channing Frye,Larry Nance Jr.,29400,163.5,1.0
16500,James Harden,Kent Bazemore,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,30400,163.5,1.0
30701,Jordan Clarkson,James Harden,Jeremy Lamb,Juancho Hernangomez,Kevon Looney,28800,163.5,1.0
9958,James Harden,Rodney Hood,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,30300,163.5,1.0
1256,Jordan Clarkson,James Harden,Jeremy Lamb,Juancho Hernangomez,Paul Millsap,30600,163.25,1.0
7486,Jordan Clarkson,Jeremy Lamb,Kevin Durant,Jonas Jerebko,Frank Kaminsky,28200,163.25,1.0
49056,James Harden,Andre Iguodala,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,28700,163.25,1.0
41751,Jordan Clarkson,David Nwaba,Kevin Durant,Jonas Jerebko,Paul Millsap,29000,163.25,1.0
2451,Jordan Clarkson,James Harden,Andre Iguodala,Jonas Jerebko,Kevon Looney,27100,163.25,1.0
15800,James Harden,Jeremy Lamb,Jonas Jerebko,Juancho Hernangomez,Mason Plumlee,26200,163.25,1.0
7802,Jordan Clarkson,David Nwaba,Jonas Jerebko,Kevin Durant,Paul Millsap,29000,163.25,1.0
42718,James Harden,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Paul Millsap,30600,163.25,1.0
17606,Jordan Clarkson,Jeremy Lamb,Jonas Jerebko,Kevin Durant,Frank Kaminsky,28200,163.25,1.0
31763,Jeremy Lin,James Harden,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,28700,163.25,1.0
44229,James Harden,Jordan Clarkson,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,31000,163.25,1.0
36517,Jamal Murray,James Harden,Jeremy Lamb,Jonas Jerebko,Channing Frye,28400,163.25,1.0
950,Jordan Clarkson,James Harden,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,31000,163.25,1.0
28547,James Harden,Jordan Clarkson,Andre Iguodala,Jonas Jerebko,Kevon Looney,27100,163.25,1.0
11125,James Harden,Jordan Clarkson,Rodney Hood,Jonas Jerebko,Paul Millsap,30500,163.25,1.0
3637,James Harden,Jeremy Lin,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,28700,163.25,1.0
37859,James Harden,Kent Bazemore,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,28700,163.25,1.0
6844,James Harden,Jamal Murray,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,29400,163.0,1.0
31025,Jamal Murray,James Harden,Juancho Hernangomez,Jonas Jerebko,Larry Nance Jr.,29400,163.0,1.0
11456,Jordan Clarkson,Jeremy Lamb,James Ennis III,Kevin Durant,Kevon Looney,29300,163.0,1.0
27267,James Harden,Jeremy Lamb,Kent Bazemore,Jonas Jerebko,Channing Frye,27700,163.0,1.0
1631,Jordan Clarkson,James Harden,James Ennis III,Jonas Jerebko,Frank Kaminsky,26100,163.0,1.0
42928,Jamal Murray,James Harden,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,29400,163.0,1.0
11803,Jamal Murray,James Harden,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,31400,163.0,1.0
18296,James Harden,Jordan Clarkson,Andre Iguodala,Jonas Jerebko,Paul Millsap,28900,163.0,1.0
28040,Jordan Clarkson,James Ennis III,Jeremy Lamb,Kevin Durant,Kevon Looney,29300,163.0,1.0
32661,James Harden,Jamal Murray,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,31400,163.0,1.0
7083,James Harden,David Nwaba,Jeremy Lamb,Larry Nance Jr.,Mason Plumlee,27500,163.0,1.0
877,James Harden,Jeremy Lamb,David Nwaba,Larry Nance Jr.,Mason Plumlee,27500,163.0,1.0
40636,James Harden,Jamal Murray,Juancho Hernangomez,Jonas Jerebko,Larry Nance Jr.,29400,163.0,1.0
39377,James Harden,Kent Bazemore,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,30700,162.75,1.0
32412,James Harden,Torrey Craig,Jeremy Lamb,Jonas Jerebko,Larry Nance Jr.,27100,162.75,1.0
23592,James Harden,Kent Bazemore,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,28700,162.75,1.0
29096,Jordan Clarkson,James Harden,Jonas Jerebko,Larry Nance Jr.,Channing Frye,27700,162.75,1.0
11242,James Harden,Nicolas Batum,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,30700,162.75,1.0
1679,James Harden,Jeremy Lamb,Jonas Jerebko,Paul Millsap,Kevon Looney,28200,162.75,1.0
648,James Harden,Jordan Clarkson,Jonas Jerebko,Juancho Hernangomez,Kevon Looney,27100,162.75,1.0
10993,Jordan Clarkson,James Harden,Nicolas Batum,Jonas Jerebko,Kevon Looney,29100,162.75,1.0
39212,Eric Gordon,Jeremy Lamb,Jonas Jerebko,Kevin Durant,Larry Nance Jr.,30000,162.75,1.0
16613,James Harden,Jordan Clarkson,Jonas Jerebko,Channing Frye,Larry Nance Jr.,27700,162.75,1.0
29604,James Harden,Jordan Clarkson,Nicolas Batum,Jonas Jerebko,Kevon Looney,29100,162.75,1.0
10948,Jordan Clarkson,James Harden,Jonas Jerebko,Channing Frye,Larry Nance Jr.,27700,162.75,1.0
26871,James Harden,Jeremy Lamb,Torrey Craig,Jonas Jerebko,Larry Nance Jr.,27100,162.75,1.0
46481,Jordan Clarkson,James Ennis III,Jeremy Lamb,Kevin Durant,Paul Millsap,31100,162.75,1.0
8640,James Harden,Kent Bazemore,Juancho Hernangomez,Jonas Jerebko,Larry Nance Jr.,28700,162.75,1.0
6052,James Harden,Jordan Clarkson,Juancho Hernangomez,Jonas Jerebko,Kevon Looney,27100,162.75,1.0
597,James Harden,Jeremy Lamb,Jonas Jerebko,Kevon Looney,Paul Millsap,28200,162.75,1.0
15666,Jordan Clarkson,James Harden,Juancho Hernangomez,Jonas Jerebko,Kevon Looney,27100,162.75,1.0
14797,James Harden,Jordan Clarkson,Juancho Hernangomez,Jonas Jerebko,Paul Millsap,28900,162.5,1.0
21631,Jordan Clarkson,James Harden,Jonas Jerebko,Juancho Hernangomez,Paul Millsap,28900,162.5,1.0
1706,James Harden,Andre Iguodala,Jeremy Lamb,Marvin Williams,Larry Nance Jr.,28700,162.5,1.0
42898,Jordan Clarkson,James Harden,Juancho Hernangomez,Jonas Jerebko,Paul Millsap,28900,162.5,1.0
31202,James Harden,Jordan Clarkson,David Nwaba,Larry Nance Jr.,Kevon Looney,28400,162.5,1.0
9488,Jeremy Lin,James Harden,Jeremy Lamb,Marvin Williams,Larry Nance Jr.,28700,162.5,1.0
5290,James Harden,Jordan Clarkson,Trey Lyles,Jonas Jerebko,Larry Nance Jr.,29300,162.5,1.0
24836,James Harden,James Ennis III,David Nwaba,Marvin Williams,Larry Nance Jr.,26700,162.5,1.0
6645,Jamal Murray,James Ennis III,Kevin Durant,Jonas Jerebko,Larry Nance Jr.,29900,162.5,1.0
33949,Jordan Clarkson,James Harden,David Nwaba,Larry Nance Jr.,Kevon Looney,28400,162.5,1.0
12179,James Harden,Jeremy Lin,Jeremy Lamb,Marvin Williams,Larry Nance Jr.,28700,162.5,1.0
35708,Jordan Clarkson,James Harden,Trey Lyles,Jonas Jerebko,Larry Nance Jr.,29300,162.5,1.0
10883,James Harden,David Nwaba,James Ennis III,Marvin Williams,Larry Nance Jr.,26700,162.5,1.0
9232,James Harden,Jordan Clarkson,Nicolas Batum,Jonas Jerebko,Paul Millsap,30900,162.5,1.0
35597,James Harden,Jordan Clarkson,Jonas Jerebko,Juancho Hernangomez,Paul Millsap,28900,162.5,1.0
32378,Jordan Clarkson,James Harden,David Nwaba,Kevon Looney,Larry Nance Jr.,28400,162.5,1.0
20272,James Harden,Jordan Clarkson,Jonas Jerebko,Trey Lyles,Larry Nance Jr.,29300,162.5,1.0
11824,James Harden,Eric Gordon,James Ennis III,Jonas Jerebko,Larry Nance Jr.,27900,162.5,1.0
8093,Jordan Clarkson,James Harden,Jonas Jerebko,Trey Lyles,Larry Nance Jr.,29300,162.5,1.0
23544,Eric Gordon,James Harden,James Ennis III,Jonas Jerebko,Larry Nance Jr.,27900,162.5,1.0
2337,James Harden,Jordan Clarkson,David Nwaba,Kevon Looney,Larry Nance Jr.,28400,162.5,1.0
34854,Jordan Clarkson,James Harden,Jeremy Lamb,Frank Kaminsky,Larry Nance Jr.,29400,162.25,1.0
26761,Jamal Murray,James Harden,David Nwaba,Jonas Jerebko,Kevon Looney,27400,162.25,1.0
36696,James Harden,David Nwaba,Jonas Jerebko,Larry Nance Jr.,Mason Plumlee,25800,162.25,1.0
7100,Jordan Clarkson,James Ennis III,Kevin Durant,Jonas Jerebko,Kevon Looney,27600,162.25,1.0
15770,James Harden,Jordan Clarkson,David Nwaba,Paul Millsap,Larry Nance Jr.,30200,162.25,1.0
14790,James Harden,Jordan Clarkson,David Nwaba,Larry Nance Jr.,Paul Millsap,30200,162.25,1.0
9962,James Harden,Jordan Clarkson,Jeremy Lamb,Larry Nance Jr.,Frank Kaminsky,29400,162.25,1.0
10137,Jordan Clarkson,James Harden,Kent Bazemore,Jonas Jerebko,Mason Plumlee,29000,162.25,1.0
8844,Jordan Clarkson,James Ennis III,Jonas Jerebko,Kevin Durant,Kevon Looney,27600,162.25,1.0
30064,James Harden,Jordan Clarkson,Jeremy Lamb,Frank Kaminsky,Larry Nance Jr.,29400,162.25,1.0
1144,Jordan Clarkson,James Harden,Jeremy Lamb,Larry Nance Jr.,Frank Kaminsky,29400,162.25,1.0
3464,James Harden,Jordan Clarkson,Kent Bazemore,Jonas Jerebko,Mason Plumlee,29000,162.25,1.0
48696,James Harden,David Nwaba,Jonas Jerebko,Mason Plumlee,Larry Nance Jr.,25800,162.25,1.0
41563,Jordan Clarkson,James Harden,David Nwaba,Larry Nance Jr.,Paul Millsap,30200,162.25,1.0
11792,James Harden,Jamal Murray,David Nwaba,Jonas Jerebko,Kevon Looney,27400,162.25,1.0
9443,Jordan Clarkson,James Harden,David Nwaba,Paul Millsap,Larry Nance Jr.,30200,162.25,1.0
4622,Jordan Clarkson,James Ennis III,Kevin Durant,Jonas Jerebko,Paul Millsap,29400,162.0,1.0
1126,Jeremy Lin,David Nwaba,Jeremy Lamb,Kevin Durant,Larry Nance Jr.,28400,162.0,1.0
9802,James Harden,Jeremy Lamb,Juancho Hernangomez,Marvin Williams,Larry Nance Jr.,28700,162.0,1.0
45439,James Harden,Kent Bazemore,David Nwaba,Jonas Jerebko,Kevon Looney,26700,162.0,1.0
41013,James Harden,David Nwaba,Kent Bazemore,Jonas Jerebko,Kevon Looney,26700,162.0,1.0
16464,James Harden,Jamal Murray,David Nwaba,Jonas Jerebko,Paul Millsap,29200,162.0,1.0
30283,James Harden,Nicolas Batum,Jeremy Lamb,Marvin Williams,Larry Nance Jr.,30700,162.0,1.0
10338,James Harden,Rodney Hood,Marvin Williams,Jonas Jerebko,Larry Nance Jr.,28600,162.0,1.0
276,Jordan Clarkson,James Ennis III,Jonas Jerebko,Kevin Durant,Paul Millsap,29400,162.0,1.0
48285,James Harden,Jeremy Lamb,Marvin Williams,Juancho Hernangomez,Larry Nance Jr.,28700,162.0,1.0
36016,James Harden,Jamal Murray,Jeremy Lamb,Jonas Jerebko,Frank Kaminsky,28400,162.0,1.0
21859,James Harden,Rodney Hood,Jonas Jerebko,Marvin Williams,Larry Nance Jr.,28600,162.0,1.0
1906,James Harden,Kent Bazemore,Jeremy Lamb,Jonas Jerebko,Frank Kaminsky,27700,161.75,1.0
48827,James Harden,James Ennis III,Jeremy Lamb,Larry Nance Jr.,Mason Plumlee,27900,161.75,1.0
28018,Jeremy Lin,James Harden,Marvin Williams,Jonas Jerebko,Larry Nance Jr.,27000,161.75,1.0
6402,James Harden,Jeremy Lamb,James Ennis III,Mason Plumlee,Larry Nance Jr.,27900,161.75,1.0
11990,James Harden,Andre Iguodala,Jonas Jerebko,Marvin Williams,Larry Nance Jr.,27000,161.75,1.0
46360,James Harden,Jeremy Lamb,Kent Bazemore,Jonas Jerebko,Frank Kaminsky,27700,161.75,1.0
24322,James Harden,Jeremy Lin,Jonas Jerebko,Marvin Williams,Larry Nance Jr.,27000,161.75,1.0
11927,James Harden,Andre Iguodala,Marvin Williams,Jonas Jerebko,Larry Nance Jr.,27000,161.75,1.0
891,James Harden,James Ennis III,Jeremy Lamb,Mason Plumlee,Larry Nance Jr.,27900,161.75,1.0
22185,Jordan Clarkson,James Harden,Jonas Jerebko,Frank Kaminsky,Larry Nance Jr.,27700,161.5,1.0
1630,James Harden,Jordan Clarkson,Jonas Jerebko,Frank Kaminsky,Larry Nance Jr.,27700,161.5,1.0
24883,James Harden,Jeremy Lamb,Rodney Hood,Juancho Hernangomez,Larry Nance Jr.,29900,161.5,1.0
1070,James Harden,Jeremy Lamb,Marvin Williams,Jonas Jerebko,Channing Frye,26000,161.5,1.0
13998,Jordan Clarkson,Jeremy Lamb,Kevin Durant,Kevon Looney,Larry Nance Jr.,30900,161.5,1.0
2545,Jordan Clarkson,James Harden,Jeremy Lamb,Marvin Williams,Mason Plumlee,29000,161.5,1.0
701,Jordan Clarkson,James Harden,Jonas Jerebko,Larry Nance Jr.,Frank Kaminsky,27700,161.5,1.0
19066,James Harden,Jordan Clarkson,Jonas Jerebko,Larry Nance Jr.,Frank Kaminsky,27700,161.5,1.0
24625,James Harden,Jeremy Lamb,Jonas Jerebko,Marvin Williams,Channing Frye,26000,161.5,1.0
4719,James Harden,Eric Gordon,Jeremy Lamb,Jonas Jerebko,Kevon Looney,27900,161.25,1.0
15066,James Harden,Jeremy Lin,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,28300,161.25,1.0
23925,James Harden,David Nwaba,Jeremy Lamb,Marvin Williams,Kevon Looney,26700,161.25,1.0
46706,James Harden,Andre Iguodala,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,28300,161.25,1.0
40252,James Harden,James Ennis III,David Nwaba,Juancho Hernangomez,Larry Nance Jr.,26300,161.25,1.0
24356,Eric Gordon,James Harden,Jeremy Lamb,Jonas Jerebko,Kevon Looney,27900,161.25,1.0
10241,Jamal Murray,Jeremy Lamb,Kevin Durant,Jonas Jerebko,Kevon Looney,29900,161.25,1.0
15902,Jordan Clarkson,James Harden,James Ennis III,Kevon Looney,Larry Nance Jr.,28800,161.25,1.0
38845,James Harden,Jordan Clarkson,James Ennis III,Larry Nance Jr.,Kevon Looney,28800,161.25,1.0
17381,James Harden,David Nwaba,James Ennis III,Juancho Hernangomez,Larry Nance Jr.,26300,161.25,1.0
9311,James Harden,Andre Iguodala,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,28200,161.25,1.0
9643,James Harden,Jordan Clarkson,James Ennis III,Kevon Looney,Larry Nance Jr.,28800,161.25,1.0
3620,Jeremy Lin,David Nwaba,Jonas Jerebko,Kevin Durant,Larry Nance Jr.,26700,161.25,1.0
1233,Jeremy Lin,David Nwaba,Kevin Durant,Jonas Jerebko,Larry Nance Jr.,26700,161.25,1.0
721,Jeremy Lin,James Harden,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,28200,161.25,1.0
17294,Jeremy Lin,James Harden,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,28300,161.25,1.0
39904,Jordan Clarkson,James Harden,James Ennis III,Larry Nance Jr.,Kevon Looney,28800,161.25,1.0
8259,Jamal Murray,Jeremy Lamb,Jonas Jerebko,Kevin Durant,Kevon Looney,29900,161.25,1.0
24585,James Harden,Rodney Hood,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,28200,161.25,1.0
8276,James Harden,Jeremy Lamb,David Nwaba,Marvin Williams,Kevon Looney,26700,161.25,1.0
26436,James Harden,Jeremy Lamb,Andre Iguodala,Juancho Hernangomez,Larry Nance Jr.,28300,161.25,1.0
3885,Jordan Clarkson,David Nwaba,Jeremy Lamb,Kevin Durant,Mason Plumlee,28700,161.0,1.0
15203,James Harden,Eric Gordon,Jeremy Lamb,Jonas Jerebko,Paul Millsap,29700,161.0,1.0
847,James Harden,Jeremy Lin,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,26600,161.0,1.0
30425,Eric Gordon,James Harden,Jeremy Lamb,Jonas Jerebko,Paul Millsap,29700,161.0,1.0
3072,Jordan Clarkson,James Harden,James Ennis III,Larry Nance Jr.,Paul Millsap,30600,161.0,1.0
27858,James Harden,Jordan Clarkson,James Ennis III,Paul Millsap,Larry Nance Jr.,30600,161.0,1.0
12872,James Harden,Jordan Clarkson,Kent Bazemore,Marvin Williams,Larry Nance Jr.,31500,161.0,1.0
10093,Jordan Clarkson,James Harden,James Ennis III,Paul Millsap,Larry Nance Jr.,30600,161.0,1.0
1072,James Harden,Jeremy Lamb,Rodney Hood,Jonas Jerebko,Channing Frye,27200,161.0,1.0
34876,James Harden,Jeremy Lamb,David Nwaba,Marvin Williams,Paul Millsap,28500,161.0,1.0
24866,James Harden,Jamal Murray,James Ennis III,Jonas Jerebko,Kevon Looney,27800,161.0,1.0
28685,Jeremy Lin,James Harden,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,26600,161.0,1.0
1120,James Harden,Rodney Hood,Jeremy Lamb,Jonas Jerebko,Channing Frye,27200,161.0,1.0
17727,Jordan Clarkson,Jeremy Lamb,David Nwaba,Kevin Durant,Mason Plumlee,28700,161.0,1.0
34162,Jordan Clarkson,James Harden,Kent Bazemore,Marvin Williams,Larry Nance Jr.,31500,161.0,1.0
1604,James Harden,Jamal Murray,James Ennis III,Jonas Jerebko,Paul Millsap,29600,160.75,1.0
29007,Jordan Clarkson,James Harden,Jonas Jerebko,Marvin Williams,Mason Plumlee,27300,160.75,1.0
1889,James Harden,Nicolas Batum,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,30300,160.75,1.0
27584,Jeremy Lin,Jeremy Lamb,James Ennis III,Kevin Durant,Larry Nance Jr.,28800,160.75,1.0
1103,James Harden,Rodney Hood,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,28200,160.75,1.0
23167,James Harden,Rodney Hood,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,30200,160.75,1.0
42586,James Harden,Nicolas Batum,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,30200,160.75,1.0
8405,James Harden,David Nwaba,James Ennis III,Jonas Jerebko,Channing Frye,23600,160.75,1.0
26323,James Harden,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Channing Frye,25600,160.75,1.0
8703,James Harden,James Ennis III,Kent Bazemore,Jonas Jerebko,Kevon Looney,27100,160.75,1.0
19279,James Harden,Kent Bazemore,James Ennis III,Jonas Jerebko,Kevon Looney,27100,160.75,1.0
19328,Jeremy Lin,James Harden,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,28600,160.5,1.0
37256,Jordan Clarkson,Kent Bazemore,David Nwaba,Kevin Durant,Larry Nance Jr.,31200,160.5,1.0
3194,Jordan Clarkson,David Nwaba,Kent Bazemore,Kevin Durant,Larry Nance Jr.,31200,160.5,1.0
2237,James Harden,Jeremy Lin,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,28600,160.5,1.0
680,James Harden,Andre Iguodala,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,26600,160.5,1.0
30131,James Harden,James Ennis III,Kent Bazemore,Jonas Jerebko,Paul Millsap,28900,160.5,1.0
5269,James Harden,Jeremy Lin,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,26600,160.5,1.0
14492,James Harden,Jeremy Lin,Juancho Hernangomez,Jonas Jerebko,Larry Nance Jr.,26600,160.5,1.0
48035,James Harden,Andre Iguodala,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,28600,160.5,1.0
12466,James Harden,David Nwaba,Jonas Jerebko,Marvin Williams,Kevon Looney,25000,160.5,1.0
27450,James Harden,Jeremy Lamb,Marvin Williams,Jonas Jerebko,Frank Kaminsky,26000,160.25,1.0
31674,James Harden,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Mason Plumlee,28600,160.25,1.0
14952,James Harden,Jordan Clarkson,Rodney Hood,Jonas Jerebko,Mason Plumlee,28500,160.25,1.0
21600,James Harden,Jeremy Lamb,Juancho Hernangomez,Jonas Jerebko,Channing Frye,25600,160.25,1.0
20318,James Harden,David Nwaba,Jonas Jerebko,Marvin Williams,Paul Millsap,26800,160.25,1.0
11170,James Harden,Jamal Murray,Jeremy Lamb,Larry Nance Jr.,Kevon Looney,31100,160.25,1.0
30515,James Harden,Jeremy Lamb,Nicolas Batum,Jonas Jerebko,Channing Frye,27600,160.25,1.0
46784,Jamal Murray,James Harden,Jeremy Lamb,Larry Nance Jr.,Kevon Looney,31100,160.25,1.0
4409,James Harden,Jeremy Lamb,Jonas Jerebko,Marvin Williams,Frank Kaminsky,26000,160.25,1.0
593,Jordan Clarkson,James Harden,Jeremy Lamb,Juancho Hernangomez,Mason Plumlee,28600,160.25,1.0
13383,Jordan Clarkson,David Nwaba,Jonas Jerebko,Kevin Durant,Mason Plumlee,27000,160.25,1.0
3024,Jordan Clarkson,James Harden,Rodney Hood,Jonas Jerebko,Mason Plumlee,28500,160.25,1.0
24795,James Harden,Jeremy Lamb,David Nwaba,Larry Nance Jr.,Channing Frye,26900,160.0,1.0
38314,James Harden,Kent Bazemore,Jeremy Lamb,Larry Nance Jr.,Kevon Looney,30400,160.0,1.0
17201,James Harden,Jeremy Lamb,Kent Bazemore,Larry Nance Jr.,Kevon Looney,30400,160.0,1.0
48405,James Harden,David Nwaba,Jeremy Lamb,Larry Nance Jr.,Channing Frye,26900,160.0,1.0
14768,Jeremy Lin,James Ennis III,Jonas Jerebko,Kevin Durant,Larry Nance Jr.,27100,160.0,1.0
24997,James Harden,David Nwaba,Jeremy Lamb,Channing Frye,Larry Nance Jr.,26900,160.0,1.0
26489,James Harden,Kent Bazemore,Jeremy Lamb,Kevon Looney,Larry Nance Jr.,30400,160.0,1.0
5282,James Harden,Jeremy Lamb,David Nwaba,Channing Frye,Larry Nance Jr.,26900,160.0,1.0
15445,James Harden,Jeremy Lamb,Kent Bazemore,Kevon Looney,Larry Nance Jr.,30400,160.0,1.0
12554,James Harden,David Nwaba,Rodney Hood,Jonas Jerebko,Kevon Looney,26200,160.0,1.0
21203,James Harden,James Ennis III,Jeremy Lamb,Marvin Williams,Kevon Looney,27100,160.0,1.0
47423,Jeremy Lin,James Ennis III,Kevin Durant,Jonas Jerebko,Larry Nance Jr.,27100,160.0,1.0
5693,James Harden,Nicolas Batum,Juancho Hernangomez,Jonas Jerebko,Larry Nance Jr.,28600,160.0,1.0
24510,Jordan Clarkson,James Harden,Andre Iguodala,Jonas Jerebko,Mason Plumlee,26900,160.0,1.0
37032,James Harden,Rodney Hood,David Nwaba,Jonas Jerebko,Kevon Looney,26200,160.0,1.0
5244,Jordan Clarkson,James Harden,Jeremy Lamb,Paul Millsap,Kevon Looney,30600,159.75,1.0
11037,James Harden,David Nwaba,Andre Iguodala,Jonas Jerebko,Kevon Looney,24600,159.75,1.0
7972,James Harden,James Ennis III,Jeremy Lamb,Marvin Williams,Paul Millsap,28900,159.75,1.0
3497,Jamal Murray,Jordan Clarkson,Jeremy Lamb,Jonas Jerebko,Larry Nance Jr.,25800,159.75,1.0
11117,James Harden,Jordan Clarkson,Kent Bazemore,Juancho Hernangomez,Larry Nance Jr.,31100,159.75,1.0
