,PG,SG,SF,PF,C,Price,Score,Win
3185,Jeremy Lin,Eric Gordon,Rodney Hood,Juancho Hernangomez,Larry Nance Jr.,23500,108.5,0.0
16832,Jordan Clarkson,Torrey Craig,Andre Iguodala,Kevon Looney,Larry Nance Jr.,21600,108.5,0.0
6714,Jamal Murray,Kent Bazemore,Nicolas Batum,Channing Frye,Larry Nance Jr.,26500,108.5,0.0
39671,Jordan Clarkson,Kent Bazemore,Andre Iguodala,Paul Millsap,Channing Frye,24000,108.5,0.0
1617,Jordan Clarkson,Eric Gordon,Andre Iguodala,Marvin Williams,Mason Plumlee,22600,108.5,0.0
22347,Jeremy Lin,Kent Bazemore,Jonas Jerebko,Channing Frye,Mason Plumlee,19600,108.5,0.0
31540,Jamal Murray,Kent Bazemore,Jeremy Lamb,Trey Lyles,Channing Frye,25100,108.5,0.0
16577,Jamal Murray,Andre Iguodala,Trey Lyles,Jonas Jerebko,Mason Plumlee,21900,108.5,0.0
12338,Jordan Clarkson,Jeremy Lin,Torrey Craig,Larry Nance Jr.,Kevon Looney,21600,108.5,0.0
3017,Eric Gordon,Rodney Hood,Torrey Craig,Kevin Durant,Kevon Looney,28800,108.5,0.0
7128,Jordan Clarkson,Andre Iguodala,Kent Bazemore,Channing Frye,Paul Millsap,24000,108.5,0.0
3830,Jamal Murray,Torrey Craig,Juancho Hernangomez,Kevin Durant,Frank Kaminsky,27700,108.5,0.0
4526,Jamal Murray,Jordan Clarkson,Nicolas Batum,Channing Frye,Kevon Looney,24900,108.5,0.0
45393,Jordan Clarkson,Torrey Craig,Rodney Hood,Larry Nance Jr.,Paul Millsap,25000,108.5,0.0
28756,Jamal Murray,Torrey Craig,Rodney Hood,Jonas Jerebko,Kevon Looney,22200,108.5,0.0
23944,Jordan Clarkson,Jamal Murray,Marvin Williams,Frank Kaminsky,Kevon Looney,23300,108.5,0.0
25856,Jeremy Lin,Jordan Clarkson,Kent Bazemore,Paul Millsap,Channing Frye,24000,108.5,0.0
9590,Jeremy Lin,James Ennis III,Marvin Williams,Paul Millsap,Kevon Looney,21000,108.5,0.0
1486,Jamal Murray,Nicolas Batum,David Nwaba,Marvin Williams,Frank Kaminsky,22800,108.5,0.0
10369,Jeremy Lin,Jamal Murray,Rodney Hood,Marvin Williams,Kevon Looney,23800,108.25,0.0
19363,Eric Gordon,Andre Iguodala,Torrey Craig,Kevin Durant,Kevon Looney,27200,108.25,0.0
21145,Jeremy Lin,Jeremy Lamb,Juancho Hernangomez,Frank Kaminsky,Paul Millsap,21200,108.25,0.0
24260,Jordan Clarkson,Nicolas Batum,Juancho Hernangomez,Mason Plumlee,Paul Millsap,24500,108.25,0.0
24262,Jamal Murray,Jordan Clarkson,Juancho Hernangomez,Trey Lyles,Kevon Looney,24500,108.25,0.0
26937,Jeremy Lin,Andre Iguodala,Jonas Jerebko,Kevon Looney,Frank Kaminsky,17700,108.25,0.0
14407,Eric Gordon,James Harden,Trey Lyles,Paul Millsap,Frank Kaminsky,29000,108.25,0.0
13375,Jordan Clarkson,Jeremy Lamb,Torrey Craig,Kevon Looney,Channing Frye,20600,108.25,0.0
18575,James Harden,Torrey Craig,Juancho Hernangomez,Channing Frye,Mason Plumlee,24000,108.25,0.0
48392,Eric Gordon,James Harden,Trey Lyles,Frank Kaminsky,Paul Millsap,29000,108.25,0.0
25749,Jordan Clarkson,Torrey Craig,James Ennis III,Frank Kaminsky,Larry Nance Jr.,20600,108.25,0.0
38617,Eric Gordon,Torrey Craig,Jeremy Lamb,Jonas Jerebko,Frank Kaminsky,19700,108.25,0.0
4085,James Harden,Eric Gordon,Trey Lyles,Frank Kaminsky,Paul Millsap,29000,108.25,0.0
33288,Jeremy Lin,Jeremy Lamb,Nicolas Batum,Paul Millsap,Frank Kaminsky,23200,108.25,0.0
46225,Jeremy Lin,Rodney Hood,Marvin Williams,Larry Nance Jr.,Mason Plumlee,22200,108.25,0.0
17538,Jordan Clarkson,Torrey Craig,Andre Iguodala,Larry Nance Jr.,Paul Millsap,23400,108.25,0.0
25730,Eric Gordon,Jeremy Lamb,Rodney Hood,Marvin Williams,Frank Kaminsky,22900,108.25,0.0
7780,Eric Gordon,Torrey Craig,David Nwaba,Jonas Jerebko,Paul Millsap,20500,108.25,0.0
21090,Jeremy Lin,Jordan Clarkson,Torrey Craig,Paul Millsap,Larry Nance Jr.,23400,108.25,0.0
21104,Jamal Murray,Nicolas Batum,Jonas Jerebko,Channing Frye,Mason Plumlee,22300,108.25,0.0
13091,Jordan Clarkson,Jamal Murray,Nicolas Batum,Paul Millsap,Channing Frye,26700,108.25,0.0
22965,Eric Gordon,Rodney Hood,Jeremy Lamb,Marvin Williams,Frank Kaminsky,22900,108.25,0.0
31689,Jordan Clarkson,Jeremy Lin,Torrey Craig,Paul Millsap,Larry Nance Jr.,23400,108.25,0.0
19443,James Harden,Torrey Craig,Marvin Williams,Frank Kaminsky,Mason Plumlee,24400,108.25,0.0
18759,Jamal Murray,Jeremy Lamb,Andre Iguodala,Frank Kaminsky,Mason Plumlee,22000,108.25,0.0
7764,James Harden,Torrey Craig,Nicolas Batum,Channing Frye,Mason Plumlee,26000,108.25,0.0
28367,Eric Gordon,Jeremy Lin,Andre Iguodala,Juancho Hernangomez,Larry Nance Jr.,21900,108.25,0.0
6133,James Harden,Rodney Hood,Trey Lyles,Frank Kaminsky,Channing Frye,26500,108.25,0.0
26852,James Harden,Rodney Hood,Trey Lyles,Channing Frye,Frank Kaminsky,26500,108.25,0.0
10144,Jordan Clarkson,David Nwaba,Marvin Williams,Frank Kaminsky,Channing Frye,19100,108.25,0.0
36700,Eric Gordon,James Ennis III,Juancho Hernangomez,Mason Plumlee,Larry Nance Jr.,21500,108.25,0.0
5960,Jordan Clarkson,Jamal Murray,Marvin Williams,Paul Millsap,Frank Kaminsky,25100,108.25,0.0
10153,Jordan Clarkson,Torrey Craig,Jeremy Lamb,Kevon Looney,Channing Frye,20600,108.25,0.0
2218,Jamal Murray,Andre Iguodala,David Nwaba,Mason Plumlee,Paul Millsap,22800,108.25,0.0
5786,Jordan Clarkson,Kent Bazemore,James Ennis III,Trey Lyles,Frank Kaminsky,22800,108.25,0.0
7390,Eric Gordon,Torrey Craig,Andre Iguodala,Kevin Durant,Kevon Looney,27200,108.25,0.0
8922,Jeremy Lin,David Nwaba,Kent Bazemore,Mason Plumlee,Kevon Looney,20300,108.25,0.0
23272,Jamal Murray,Jeremy Lin,Rodney Hood,Marvin Williams,Kevon Looney,23800,108.25,0.0
48519,Eric Gordon,Jeremy Lin,David Nwaba,Marvin Williams,Kevon Looney,20300,108.25,0.0
33337,Jeremy Lin,Jeremy Lamb,Nicolas Batum,Frank Kaminsky,Paul Millsap,23200,108.25,0.0
33762,James Harden,Torrey Craig,Marvin Williams,Mason Plumlee,Frank Kaminsky,24400,108.25,0.0
12325,Jamal Murray,Torrey Craig,Rodney Hood,Jonas Jerebko,Paul Millsap,24000,108.25,0.0
39787,Jeremy Lin,Nicolas Batum,Jeremy Lamb,Paul Millsap,Frank Kaminsky,23200,108.25,0.0
19154,Jeremy Lin,Kent Bazemore,Trey Lyles,Jonas Jerebko,Mason Plumlee,21200,108.25,0.0
3621,Jordan Clarkson,Nicolas Batum,Andre Iguodala,Juancho Hernangomez,Frank Kaminsky,22100,108.25,0.0
44182,Jordan Clarkson,Nicolas Batum,Kent Bazemore,Channing Frye,Kevon Looney,24200,108.25,0.0
17070,Jamal Murray,Torrey Craig,Andre Iguodala,Jonas Jerebko,Kevon Looney,20600,108.25,0.0
27271,Jamal Murray,Eric Gordon,James Ennis III,Channing Frye,Larry Nance Jr.,23700,108.25,0.0
1626,Eric Gordon,Torrey Craig,Rodney Hood,Kevin Durant,Paul Millsap,30600,108.25,0.0
21493,James Harden,Nicolas Batum,Torrey Craig,Channing Frye,Mason Plumlee,26000,108.25,0.0
17100,Jamal Murray,Andre Iguodala,Torrey Craig,Jonas Jerebko,Kevon Looney,20600,108.25,0.0
430,Jeremy Lin,Kent Bazemore,Jonas Jerebko,Trey Lyles,Mason Plumlee,21200,108.25,0.0
17218,Jamal Murray,Jordan Clarkson,Marvin Williams,Paul Millsap,Frank Kaminsky,25100,108.25,0.0
33734,Eric Gordon,Jamal Murray,David Nwaba,Frank Kaminsky,Larry Nance Jr.,23300,108.25,0.0
33363,Eric Gordon,Jeremy Lamb,Marvin Williams,Kevon Looney,Mason Plumlee,21900,108.25,0.0
5876,Jeremy Lin,Torrey Craig,Jonas Jerebko,Mason Plumlee,Larry Nance Jr.,19000,108.25,0.0
15721,Eric Gordon,Nicolas Batum,James Ennis III,Mason Plumlee,Larry Nance Jr.,23500,108.25,0.0
23116,Eric Gordon,Rodney Hood,David Nwaba,Marvin Williams,Paul Millsap,23700,108.25,0.0
47473,Eric Gordon,James Ennis III,Juancho Hernangomez,Larry Nance Jr.,Mason Plumlee,21500,108.25,0.0
14415,Jordan Clarkson,Andre Iguodala,Nicolas Batum,Juancho Hernangomez,Frank Kaminsky,22100,108.25,0.0
15688,Jordan Clarkson,James Ennis III,Kent Bazemore,Trey Lyles,Frank Kaminsky,22800,108.25,0.0
14419,Jeremy Lin,Jamal Murray,David Nwaba,Paul Millsap,Mason Plumlee,22800,108.25,0.0
1535,Jamal Murray,Nicolas Batum,Jonas Jerebko,Mason Plumlee,Channing Frye,22300,108.25,0.0
28278,Jamal Murray,Kent Bazemore,Nicolas Batum,Juancho Hernangomez,Paul Millsap,27700,108.25,0.0
18871,Eric Gordon,Nicolas Batum,Kevin Durant,Channing Frye,Mason Plumlee,28900,108.25,0.0
13338,James Harden,Torrey Craig,Nicolas Batum,Mason Plumlee,Channing Frye,26000,108.25,0.0
12817,Jamal Murray,Eric Gordon,David Nwaba,Larry Nance Jr.,Frank Kaminsky,23300,108.25,0.0
10178,Jordan Clarkson,Kent Bazemore,Juancho Hernangomez,Kevon Looney,Channing Frye,22200,108.25,0.0
36020,Jamal Murray,Kent Bazemore,Trey Lyles,Juancho Hernangomez,Larry Nance Jr.,26100,108.25,0.0
5842,Jordan Clarkson,Jamal Murray,Juancho Hernangomez,Paul Millsap,Channing Frye,24700,108.25,0.0
2083,Jamal Murray,Jeremy Lin,David Nwaba,Mason Plumlee,Paul Millsap,22800,108.25,0.0
17019,Jamal Murray,Jordan Clarkson,Nicolas Batum,Channing Frye,Paul Millsap,26700,108.25,0.0
25,Jeremy Lin,Jordan Clarkson,Nicolas Batum,Juancho Hernangomez,Frank Kaminsky,22100,108.25,0.0
36411,Jordan Clarkson,Kent Bazemore,Juancho Hernangomez,Channing Frye,Kevon Looney,22200,108.25,0.0
44045,Jordan Clarkson,Torrey Craig,Kevin Durant,Frank Kaminsky,Channing Frye,26000,108.25,0.0
17568,Eric Gordon,Jeremy Lamb,James Ennis III,Trey Lyles,Mason Plumlee,22100,108.25,0.0
44884,Jeremy Lin,Jamal Murray,Jeremy Lamb,Frank Kaminsky,Mason Plumlee,22000,108.25,0.0
23916,Jordan Clarkson,Torrey Craig,Andre Iguodala,Paul Millsap,Larry Nance Jr.,23400,108.25,0.0
40875,Jamal Murray,Jordan Clarkson,Trey Lyles,Channing Frye,Larry Nance Jr.,25100,108.25,0.0
20608,Jeremy Lin,Eric Gordon,Andre Iguodala,Juancho Hernangomez,Larry Nance Jr.,21900,108.25,0.0
15272,Jeremy Lin,Andre Iguodala,Jonas Jerebko,Frank Kaminsky,Kevon Looney,17700,108.25,0.0
15270,Eric Gordon,Jeremy Lamb,Rodney Hood,Juancho Hernangomez,Channing Frye,22500,108.25,0.0
22606,Jamal Murray,David Nwaba,James Ennis III,Mason Plumlee,Frank Kaminsky,20000,108.25,0.0
1807,Jamal Murray,Jeremy Lin,Jeremy Lamb,Frank Kaminsky,Mason Plumlee,22000,108.25,0.0
23868,Eric Gordon,Kent Bazemore,Nicolas Batum,Jonas Jerebko,Frank Kaminsky,23300,108.25,0.0
26981,Jamal Murray,David Nwaba,Andre Iguodala,Paul Millsap,Mason Plumlee,22800,108.25,0.0
14277,Eric Gordon,Jamal Murray,James Ennis III,Larry Nance Jr.,Channing Frye,23700,108.25,0.0
3179,Jamal Murray,Kent Bazemore,Juancho Hernangomez,Trey Lyles,Larry Nance Jr.,26100,108.25,0.0
8427,Jamal Murray,Torrey Craig,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,24500,108.25,0.0
11898,Jordan Clarkson,Nicolas Batum,Trey Lyles,Mason Plumlee,Larry Nance Jr.,24900,108.25,0.0
39428,Jamal Murray,Andre Iguodala,Jeremy Lamb,Mason Plumlee,Frank Kaminsky,22000,108.25,0.0
35286,Jamal Murray,Jeremy Lamb,Andre Iguodala,Mason Plumlee,Frank Kaminsky,22000,108.25,0.0
17705,Jordan Clarkson,Jamal Murray,Trey Lyles,Larry Nance Jr.,Channing Frye,25100,108.25,0.0
2674,Jordan Clarkson,Jamal Murray,Juancho Hernangomez,Trey Lyles,Kevon Looney,24500,108.25,0.0
24765,James Harden,Nicolas Batum,Torrey Craig,Mason Plumlee,Channing Frye,26000,108.25,0.0
1794,Eric Gordon,Rodney Hood,Torrey Craig,Kevin Durant,Paul Millsap,30600,108.25,0.0
26378,Jordan Clarkson,Andre Iguodala,Torrey Craig,Paul Millsap,Larry Nance Jr.,23400,108.25,0.0
111,Eric Gordon,Andre Iguodala,David Nwaba,Marvin Williams,Kevon Looney,20300,108.25,0.0
12386,Jeremy Lin,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,Frank Kaminsky,21600,108.25,0.0
12224,Eric Gordon,Nicolas Batum,Kent Bazemore,Jonas Jerebko,Frank Kaminsky,23300,108.25,0.0
4835,Jordan Clarkson,Nicolas Batum,Juancho Hernangomez,Paul Millsap,Mason Plumlee,24500,108.25,0.0
22545,Jordan Clarkson,Jeremy Lin,Kent Bazemore,Trey Lyles,Paul Millsap,25600,108.25,0.0
20433,Eric Gordon,Kent Bazemore,Jonas Jerebko,Juancho Hernangomez,Frank Kaminsky,21300,108.25,0.0
24605,Eric Gordon,Nicolas Batum,Kevin Durant,Mason Plumlee,Channing Frye,28900,108.25,0.0
2996,Eric Gordon,Jordan Clarkson,Jonas Jerebko,Frank Kaminsky,Channing Frye,20300,108.25,0.0
16483,Jordan Clarkson,Andre Iguodala,Torrey Craig,Larry Nance Jr.,Paul Millsap,23400,108.25,0.0
43147,Jeremy Lin,David Nwaba,Kent Bazemore,Kevon Looney,Mason Plumlee,20300,108.25,0.0
31368,Jamal Murray,Jordan Clarkson,Nicolas Batum,Paul Millsap,Channing Frye,26700,108.25,0.0
8116,Jordan Clarkson,Nicolas Batum,Trey Lyles,Larry Nance Jr.,Mason Plumlee,24900,108.25,0.0
24587,Jamal Murray,Jordan Clarkson,Marvin Williams,Frank Kaminsky,Paul Millsap,25100,108.25,0.0
36692,Jamal Murray,James Ennis III,David Nwaba,Mason Plumlee,Frank Kaminsky,20000,108.25,0.0
23736,Jamal Murray,Andre Iguodala,Jeremy Lamb,Frank Kaminsky,Mason Plumlee,22000,108.25,0.0
4674,Jamal Murray,Jordan Clarkson,Nicolas Batum,Trey Lyles,Kevon Looney,26500,108.25,0.0
20069,Jordan Clarkson,Kent Bazemore,Nicolas Batum,Kevon Looney,Channing Frye,24200,108.25,0.0
9781,Jeremy Lin,Jamal Murray,Torrey Craig,Jonas Jerebko,Kevon Looney,20600,108.25,0.0
16292,Jamal Murray,Andre Iguodala,Rodney Hood,Marvin Williams,Kevon Looney,23800,108.25,0.0
29865,Jamal Murray,Kent Bazemore,Nicolas Batum,Trey Lyles,Larry Nance Jr.,28100,108.25,0.0
8241,Eric Gordon,David Nwaba,Andre Iguodala,Marvin Williams,Kevon Looney,20300,108.25,0.0
29860,Jordan Clarkson,James Ennis III,Torrey Craig,Larry Nance Jr.,Frank Kaminsky,20600,108.25,0.0
8244,Jeremy Lin,Eric Gordon,Torrey Craig,Kevin Durant,Kevon Looney,27200,108.25,0.0
11649,Jordan Clarkson,David Nwaba,Marvin Williams,Channing Frye,Frank Kaminsky,19100,108.25,0.0
30071,Jeremy Lin,Andre Iguodala,James Ennis III,Juancho Hernangomez,Mason Plumlee,18600,108.25,0.0
3081,Jeremy Lin,Torrey Craig,Jonas Jerebko,Larry Nance Jr.,Mason Plumlee,19000,108.25,0.0
43712,Eric Gordon,Jeremy Lin,Torrey Craig,Kevin Durant,Kevon Looney,27200,108.25,0.0
3922,Jordan Clarkson,Jeremy Lin,Nicolas Batum,Juancho Hernangomez,Frank Kaminsky,22100,108.25,0.0
4112,Eric Gordon,David Nwaba,Torrey Craig,Jonas Jerebko,Paul Millsap,20500,108.25,0.0
32686,Jeremy Lin,Eric Gordon,David Nwaba,Marvin Williams,Kevon Looney,20300,108.25,0.0
23939,Jeremy Lin,David Nwaba,Trey Lyles,Larry Nance Jr.,Paul Millsap,22400,108.25,0.0
23949,Jamal Murray,Jordan Clarkson,Juancho Hernangomez,Paul Millsap,Channing Frye,24700,108.25,0.0
8604,Eric Gordon,Jeremy Lamb,Marvin Williams,Mason Plumlee,Kevon Looney,21900,108.25,0.0
4146,Jamal Murray,Jeremy Lamb,Trey Lyles,Kevon Looney,Paul Millsap,25600,108.25,0.0
41036,Jordan Clarkson,Torrey Craig,Jeremy Lamb,Channing Frye,Kevon Looney,20600,108.25,0.0
20911,Eric Gordon,Jamal Murray,James Ennis III,Juancho Hernangomez,Kevon Looney,23100,108.25,0.0
27987,Eric Gordon,James Ennis III,Nicolas Batum,Mason Plumlee,Larry Nance Jr.,23500,108.25,0.0
37312,Jamal Murray,Jeremy Lamb,Torrey Craig,Juancho Hernangomez,Paul Millsap,24100,108.25,0.0
16708,Jordan Clarkson,Jamal Murray,Nicolas Batum,Channing Frye,Paul Millsap,26700,108.25,0.0
49202,Jeremy Lin,Jamal Murray,Jeremy Lamb,Mason Plumlee,Frank Kaminsky,22000,108.25,0.0
4098,Jamal Murray,Eric Gordon,James Ennis III,Juancho Hernangomez,Kevon Looney,23100,108.25,0.0
41000,Jordan Clarkson,Andre Iguodala,Kent Bazemore,Trey Lyles,Paul Millsap,25600,108.25,0.0
4187,Jordan Clarkson,Kent Bazemore,Nicolas Batum,Channing Frye,Kevon Looney,24200,108.25,0.0
5158,Eric Gordon,David Nwaba,Rodney Hood,Marvin Williams,Paul Millsap,23700,108.25,0.0
39389,Jamal Murray,Jeremy Lin,Jeremy Lamb,Mason Plumlee,Frank Kaminsky,22000,108.25,0.0
23933,Jordan Clarkson,Jamal Murray,Trey Lyles,Channing Frye,Larry Nance Jr.,25100,108.25,0.0
36341,Jeremy Lin,Rodney Hood,Marvin Williams,Mason Plumlee,Larry Nance Jr.,22200,108.25,0.0
39639,Jamal Murray,David Nwaba,Rodney Hood,Juancho Hernangomez,Frank Kaminsky,22000,108.0,0.0
8188,Jordan Clarkson,Torrey Craig,Juancho Hernangomez,Kevon Looney,Larry Nance Jr.,21600,108.0,0.0
18506,Jordan Clarkson,Eric Gordon,James Ennis III,Channing Frye,Kevon Looney,21400,108.0,0.0
15088,Eric Gordon,Jordan Clarkson,James Ennis III,Channing Frye,Kevon Looney,21400,108.0,0.0
14801,Jeremy Lin,Torrey Craig,Kent Bazemore,Jonas Jerebko,Kevon Looney,19900,108.0,0.0
41677,Jordan Clarkson,David Nwaba,Trey Lyles,Marvin Williams,Frank Kaminsky,20700,108.0,0.0
32417,Jeremy Lin,Kent Bazemore,Rodney Hood,Marvin Williams,Kevon Looney,23100,108.0,0.0
38676,Eric Gordon,Jordan Clarkson,James Ennis III,Kevon Looney,Channing Frye,21400,108.0,0.0
39176,Eric Gordon,Jamal Murray,Marvin Williams,Kevon Looney,Larry Nance Jr.,25100,108.0,0.0
25593,Jamal Murray,Kent Bazemore,Rodney Hood,Frank Kaminsky,Larry Nance Jr.,26100,108.0,0.0
26842,Jamal Murray,Eric Gordon,Marvin Williams,Larry Nance Jr.,Kevon Looney,25100,108.0,0.0
15880,Jeremy Lin,Kent Bazemore,David Nwaba,Paul Millsap,Mason Plumlee,22100,108.0,0.0
7490,Jeremy Lin,Jeremy Lamb,Kent Bazemore,Mason Plumlee,Frank Kaminsky,21300,108.0,0.0
14832,Jamal Murray,Torrey Craig,James Ennis III,Jonas Jerebko,Frank Kaminsky,19600,108.0,0.0
25543,Jordan Clarkson,Nicolas Batum,Kent Bazemore,Trey Lyles,Kevon Looney,25800,108.0,0.0
38049,Eric Gordon,Andre Iguodala,Jeremy Lamb,Juancho Hernangomez,Channing Frye,20900,108.0,0.0
6238,Jordan Clarkson,Eric Gordon,Jonas Jerebko,Trey Lyles,Frank Kaminsky,21900,108.0,0.0
26046,Jeremy Lin,Jeremy Lamb,Kent Bazemore,Frank Kaminsky,Mason Plumlee,21300,108.0,0.0
5690,Eric Gordon,Jamal Murray,James Ennis III,Juancho Hernangomez,Paul Millsap,24900,108.0,0.0
31900,Jeremy Lin,David Nwaba,Rodney Hood,Marvin Williams,Channing Frye,19600,108.0,0.0
25318,Jordan Clarkson,Jeremy Lamb,Torrey Craig,Trey Lyles,Kevon Looney,22200,108.0,0.0
7483,Jeremy Lin,Rodney Hood,James Ennis III,Paul Millsap,Kevon Looney,22200,108.0,0.0
26838,Eric Gordon,Jeremy Lamb,Marvin Williams,Paul Millsap,Mason Plumlee,23700,108.0,0.0
14840,Jordan Clarkson,Eric Gordon,David Nwaba,Kevon Looney,Frank Kaminsky,21000,108.0,0.0
18033,Jordan Clarkson,Nicolas Batum,Kent Bazemore,Channing Frye,Paul Millsap,26000,108.0,0.0
6769,Jamal Murray,James Harden,Torrey Craig,Trey Lyles,Channing Frye,27800,108.0,0.0
33185,Jeremy Lin,David Nwaba,Kent Bazemore,Paul Millsap,Mason Plumlee,22100,108.0,0.0
49249,Jordan Clarkson,Nicolas Batum,Torrey Craig,Larry Nance Jr.,Kevon Looney,23600,108.0,0.0
25254,Eric Gordon,Jeremy Lamb,Andre Iguodala,Marvin Williams,Frank Kaminsky,21300,108.0,0.0
16714,Jordan Clarkson,Jamal Murray,Trey Lyles,Juancho Hernangomez,Paul Millsap,26300,108.0,0.0
741,Jordan Clarkson,David Nwaba,Nicolas Batum,Trey Lyles,Channing Frye,22300,108.0,0.0
32062,Jamal Murray,Jeremy Lin,Rodney Hood,Marvin Williams,Paul Millsap,25600,108.0,0.0
38822,Jamal Murray,Nicolas Batum,Jonas Jerebko,Trey Lyles,Mason Plumlee,23900,108.0,0.0
7874,Eric Gordon,Jordan Clarkson,David Nwaba,Kevon Looney,Frank Kaminsky,21000,108.0,0.0
37214,Jeremy Lin,Kent Bazemore,Jeremy Lamb,Mason Plumlee,Frank Kaminsky,21300,108.0,0.0
17668,Jamal Murray,Nicolas Batum,Trey Lyles,Jonas Jerebko,Mason Plumlee,23900,108.0,0.0
8520,Jordan Clarkson,Jamal Murray,Juancho Hernangomez,Trey Lyles,Paul Millsap,26300,108.0,0.0
49917,Jeremy Lin,Andre Iguodala,Jonas Jerebko,Frank Kaminsky,Paul Millsap,19500,108.0,0.0
12131,Eric Gordon,Jeremy Lamb,Andre Iguodala,Juancho Hernangomez,Channing Frye,20900,108.0,0.0
30887,Jordan Clarkson,Nicolas Batum,David Nwaba,Trey Lyles,Channing Frye,22300,108.0,0.0
7229,Jordan Clarkson,Jamal Murray,Nicolas Batum,Trey Lyles,Paul Millsap,28300,108.0,0.0
499,Eric Gordon,Nicolas Batum,Marvin Williams,Jonas Jerebko,Channing Frye,21600,108.0,0.0
38774,Eric Gordon,Andre Iguodala,Rodney Hood,Jonas Jerebko,Channing Frye,20800,108.0,0.0
48644,Jeremy Lin,James Harden,Trey Lyles,Channing Frye,Frank Kaminsky,24900,108.0,0.0
18370,Jeremy Lin,Rodney Hood,Kent Bazemore,Marvin Williams,Kevon Looney,23100,108.0,0.0
54,James Harden,Torrey Craig,Nicolas Batum,Trey Lyles,Mason Plumlee,27600,108.0,0.0
838,Jamal Murray,Nicolas Batum,David Nwaba,Mason Plumlee,Kevon Looney,23000,108.0,0.0
7641,Jamal Murray,Torrey Craig,Andre Iguodala,Jonas Jerebko,Paul Millsap,22400,108.0,0.0
7860,Eric Gordon,David Nwaba,James Ennis III,Juancho Hernangomez,Channing Frye,18900,108.0,0.0
7368,Eric Gordon,Jeremy Lamb,Marvin Williams,Mason Plumlee,Paul Millsap,23700,108.0,0.0
14773,Jordan Clarkson,Kent Bazemore,Juancho Hernangomez,Channing Frye,Paul Millsap,24000,108.0,0.0
41099,Jamal Murray,Eric Gordon,Kevin Durant,Trey Lyles,Channing Frye,30700,108.0,0.0
9218,Jamal Murray,Jordan Clarkson,Kent Bazemore,Mason Plumlee,Channing Frye,24800,108.0,0.0
41100,Eric Gordon,Torrey Craig,James Ennis III,Kevin Durant,Frank Kaminsky,26200,108.0,0.0
155,Jamal Murray,Rodney Hood,James Ennis III,Juancho Hernangomez,Channing Frye,22400,108.0,0.0
8010,Jordan Clarkson,Kent Bazemore,Marvin Williams,Paul Millsap,Frank Kaminsky,24400,108.0,0.0
6144,Jamal Murray,James Ennis III,Rodney Hood,Marvin Williams,Frank Kaminsky,22800,108.0,0.0
31572,Eric Gordon,David Nwaba,James Ennis III,Marvin Williams,Frank Kaminsky,19300,108.0,0.0
12177,James Harden,Torrey Craig,Juancho Hernangomez,Trey Lyles,Mason Plumlee,25600,108.0,0.0
14672,James Harden,Jamal Murray,Torrey Craig,Trey Lyles,Channing Frye,27800,108.0,0.0
25361,Eric Gordon,Jeremy Lin,Torrey Craig,Kevin Durant,Paul Millsap,29000,108.0,0.0
39538,Jamal Murray,David Nwaba,Juancho Hernangomez,Mason Plumlee,Kevon Looney,21000,108.0,0.0
23367,James Harden,Jeremy Lin,Trey Lyles,Frank Kaminsky,Channing Frye,24900,108.0,0.0
28474,Jamal Murray,Jordan Clarkson,Rodney Hood,Frank Kaminsky,Kevon Looney,24500,108.0,0.0
34355,Eric Gordon,Jordan Clarkson,Jonas Jerebko,Trey Lyles,Frank Kaminsky,21900,108.0,0.0
43200,Jordan Clarkson,Torrey Craig,Kevin Durant,Trey Lyles,Frank Kaminsky,27600,108.0,0.0
1336,Eric Gordon,Andre Iguodala,Jeremy Lamb,Marvin Williams,Frank Kaminsky,21300,108.0,0.0
23885,Eric Gordon,David Nwaba,Kent Bazemore,Larry Nance Jr.,Frank Kaminsky,22600,108.0,0.0
28860,Jamal Murray,Jeremy Lin,Andre Iguodala,Marvin Williams,Kevon Looney,22200,108.0,0.0
22069,Eric Gordon,Rodney Hood,Andre Iguodala,Jonas Jerebko,Channing Frye,20800,108.0,0.0
10771,Jordan Clarkson,Kent Bazemore,Trey Lyles,Larry Nance Jr.,Channing Frye,24400,108.0,0.0
42459,Jordan Clarkson,Kent Bazemore,Nicolas Batum,Paul Millsap,Channing Frye,26000,108.0,0.0
41973,Eric Gordon,Jeremy Lin,David Nwaba,Marvin Williams,Paul Millsap,22100,108.0,0.0
13181,Eric Gordon,David Nwaba,Andre Iguodala,Marvin Williams,Paul Millsap,22100,108.0,0.0
13693,Jeremy Lin,David Nwaba,Torrey Craig,Jonas Jerebko,Channing Frye,16400,108.0,0.0
1406,Eric Gordon,Jeremy Lin,Jeremy Lamb,Marvin Williams,Frank Kaminsky,21300,108.0,0.0
14009,Jordan Clarkson,Kent Bazemore,Juancho Hernangomez,Paul Millsap,Channing Frye,24000,108.0,0.0
5455,Eric Gordon,Kent Bazemore,David Nwaba,Frank Kaminsky,Larry Nance Jr.,22600,108.0,0.0
41956,Jamal Murray,David Nwaba,Nicolas Batum,Mason Plumlee,Kevon Looney,23000,108.0,0.0
29630,Jamal Murray,Jordan Clarkson,Rodney Hood,Kevon Looney,Frank Kaminsky,24500,108.0,0.0
29628,Jordan Clarkson,Eric Gordon,James Ennis III,Kevon Looney,Channing Frye,21400,108.0,0.0
